año,mes,provincia,tipo_insumo,ingrediente_activo,concent,contenido,unidad_de_medida,promedio_de_precio
2019,sep,SANTA ELENA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.614285714285717
2019,sep,SANTA ELENA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.004999999999999
2019,sep,SANTA ELENA,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,9.18
2019,sep,SANTA ELENA,HERBICIDAS,ATRAZINA,90%,900,gramos,9.71142857142857
2019,sep,SANTA ELENA,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.055263157894737
2019,sep,SANTA ELENA,HERBICIDAS,PARAQUAT,20%,1,Litro,6.752777777777778
2019,sep,SANTA ELENA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.442857142857141
2019,sep,SANTA ELENA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,12.94
2019,sep,SANTA ELENA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,15.125
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,33.556666666666665
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,25.213333333333335
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,23.341250000000002
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.833333333333333
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.684285714285716
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,28.266666666666666
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.325
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,ATRAZINA,90%,900,gramos,8.76142857142857
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.177777777777778
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PARAQUAT,20%,1,Litro,5.63125
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.966666666666667
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PROPANIL,48%,1,Litro,6.1
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.0875
2019,sep,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.86625
2019,sep,SUCUMBIOS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,32.995000000000005
2019,sep,SUCUMBIOS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,24.0
2019,sep,SUCUMBIOS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,24.121666666666666
2019,sep,SUCUMBIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.166666666666667
2019,sep,SUCUMBIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.116666666666667
2019,sep,SUCUMBIOS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.2675
2019,sep,SUCUMBIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.241666666666666
2019,sep,SUCUMBIOS,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,8.476666666666667
2019,sep,SUCUMBIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.75
2019,sep,SUCUMBIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.2542857142857144
2019,sep,SUCUMBIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,6.18
2019,sep,SUCUMBIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.545
2019,sep,SUCUMBIOS,HERBICIDAS,PROPANIL,48%,1,Litro,8.98
2019,sep,SUCUMBIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,12.726666666666667
2019,sep,SUCUMBIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.958333333333334
2019,sep,TUNGURAHUA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,30.8
2019,sep,TUNGURAHUA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,22.5
2019,sep,TUNGURAHUA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,22.7
2019,sep,TUNGURAHUA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.875
2019,sep,TUNGURAHUA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.3
2019,sep,TUNGURAHUA,HERBICIDAS,ATRAZINA,90%,900,gramos,9.440000000000001
2019,sep,TUNGURAHUA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.2299999999999995
2019,sep,TUNGURAHUA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,15.24
2019,sep,ZAMORA CHINCHIPE,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,32.19
2019,sep,ZAMORA CHINCHIPE,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,26.025
2019,sep,ZAMORA CHINCHIPE,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,23.5
2019,sep,ZAMORA CHINCHIPE,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.5
2019,sep,ZAMORA CHINCHIPE,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.5
2019,sep,ZAMORA CHINCHIPE,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.675
2019,sep,ZAMORA CHINCHIPE,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.55
2019,sep,ZAMORA CHINCHIPE,HERBICIDAS,PARAQUAT,20%,1,Litro,6.3
2019,sep,ZAMORA CHINCHIPE,HERBICIDAS,PROPANIL,48%,1,Litro,6.42
